Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc
State,"New Jersey",34,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0008
State,"New Jersey",34,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"New Jersey",34,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"New Jersey",34,All,Race,Hispanic,"Autism Spectrum Disorders",0.0011
State,"New Jersey",34,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"New Jersey",34,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"New Jersey",34,All,Race,"Native American","Autism Spectrum Disorders",""
State,"New Jersey",34,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"New Jersey",34,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"New Jersey",34,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0016
State,"New Jersey",34,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,"New Jersey",34,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0117
State,"New Jersey",34,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0013
State,"New Mexico",35,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"New Mexico",35,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"New Mexico",35,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"New Mexico",35,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,"New Mexico",35,<65,Race,Hispanic,"Autism Spectrum Disorders",0.0028
State,"New Mexico",35,All,Race,Hispanic,"Autism Spectrum Disorders",0.0008
State,"New Mexico",35,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"New Mexico",35,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"New Mexico",35,All,Race,"Native American","Autism Spectrum Disorders",""
State,"New Mexico",35,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"New Mexico",35,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"New Mexico",35,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"New Mexico",35,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"New Mexico",35,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"New Mexico",35,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0008
State,"New York",36,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"New York",36,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0104
State,"New York",36,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0012
State,"New York",36,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"New York",36,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"New York",36,All,Race,Hispanic,"Autism Spectrum Disorders",0.0017
State,"New York",36,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"New York",36,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"New York",36,All,Race,"Native American","Autism Spectrum Disorders",""
State,"New York",36,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"New York",36,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"New York",36,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0026
State,"New York",36,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,"New York",36,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0103
State,"New York",36,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0016
State,"North Carolina",37,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"North Carolina",37,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"North Carolina",37,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"North Carolina",37,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"North Carolina",37,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"North Carolina",37,All,Race,Hispanic,"Autism Spectrum Disorders",0.0019
State,"North Carolina",37,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"North Carolina",37,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"North Carolina",37,All,Race,"Native American","Autism Spectrum Disorders",""
State,"North Carolina",37,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"North Carolina",37,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"North Carolina",37,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0011
State,"North Carolina",37,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0
State,"North Carolina",37,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0038
State,"North Carolina",37,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0006
State,"North Dakota",38,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"North Dakota",38,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"North Dakota",38,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"North Dakota",38,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"North Dakota",38,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"North Dakota",38,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,"North Dakota",38,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"North Dakota",38,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"North Dakota",38,All,Race,"Native American","Autism Spectrum Disorders",""
State,"North Dakota",38,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"North Dakota",38,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"North Dakota",38,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"North Dakota",38,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"North Dakota",38,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"North Dakota",38,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0009
State,Ohio,39,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Ohio,39,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Ohio,39,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Ohio,39,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,Ohio,39,<65,Race,Hispanic,"Autism Spectrum Disorders",0.0032
State,Ohio,39,All,Race,Hispanic,"Autism Spectrum Disorders",0.001
State,Ohio,39,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Ohio,39,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Ohio,39,All,Race,"Native American","Autism Spectrum Disorders",""
State,Ohio,39,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Ohio,39,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Ohio,39,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0013
State,Ohio,39,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Ohio,39,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.005
State,Ohio,39,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0008
State,Oklahoma,40,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,Oklahoma,40,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,Oklahoma,40,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,Oklahoma,40,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Oklahoma,40,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Oklahoma,40,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Oklahoma,40,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Oklahoma,40,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Oklahoma,40,All,Race,"Native American","Autism Spectrum Disorders",0.0006
State,Oklahoma,40,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Oklahoma,40,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Oklahoma,40,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0008
State,Oklahoma,40,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Oklahoma,40,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0024
State,Oklahoma,40,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0004
State,Oregon,41,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Oregon,41,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Oregon,41,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Oregon,41,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Oregon,41,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Oregon,41,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Oregon,41,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Oregon,41,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Oregon,41,All,Race,"Native American","Autism Spectrum Disorders",""
State,Oregon,41,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Oregon,41,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Oregon,41,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Oregon,41,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Oregon,41,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0053
State,Oregon,41,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0009
State,Pennsylvania,42,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Pennsylvania,42,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Pennsylvania,42,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Pennsylvania,42,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,Pennsylvania,42,<65,Race,Hispanic,"Autism Spectrum Disorders",0.0021
State,Pennsylvania,42,All,Race,Hispanic,"Autism Spectrum Disorders",0.0009
State,Pennsylvania,42,65+,Race,"Native American","Autism Spectrum Disorders",0
State,Pennsylvania,42,<65,Race,"Native American","Autism Spectrum Disorders",0
State,Pennsylvania,42,All,Race,"Native American","Autism Spectrum Disorders",0
State,Pennsylvania,42,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Pennsylvania,42,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Pennsylvania,42,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0011
State,Pennsylvania,42,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Pennsylvania,42,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0059
State,Pennsylvania,42,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0009
State,"Puerto Rico","",65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"Puerto Rico","",<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"Puerto Rico","",All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"Puerto Rico","",65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Puerto Rico","",<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Puerto Rico","",All,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Puerto Rico","",65+,Race,"Native American","Autism Spectrum Disorders",""
State,"Puerto Rico","",<65,Race,"Native American","Autism Spectrum Disorders",""
State,"Puerto Rico","",All,Race,"Native American","Autism Spectrum Disorders",0
State,"Puerto Rico","",65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"Puerto Rico","",<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"Puerto Rico","",All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"Puerto Rico","",65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"Puerto Rico","",<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"Puerto Rico","",All,Race,"non-Hispanic White","Autism Spectrum Disorders",0
State,"Rhode Island",44,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"Rhode Island",44,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"Rhode Island",44,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"Rhode Island",44,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Rhode Island",44,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Rhode Island",44,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Rhode Island",44,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"Rhode Island",44,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"Rhode Island",44,All,Race,"Native American","Autism Spectrum Disorders",""
State,"Rhode Island",44,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"Rhode Island",44,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"Rhode Island",44,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"Rhode Island",44,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"Rhode Island",44,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"Rhode Island",44,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.001
State,"South Carolina",45,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"South Carolina",45,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"South Carolina",45,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"South Carolina",45,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"South Carolina",45,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"South Carolina",45,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,"South Carolina",45,65+,Race,"Native American","Autism Spectrum Disorders",0
State,"South Carolina",45,<65,Race,"Native American","Autism Spectrum Disorders",0
State,"South Carolina",45,All,Race,"Native American","Autism Spectrum Disorders",0
State,"South Carolina",45,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"South Carolina",45,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"South Carolina",45,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0011
State,"South Carolina",45,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0
State,"South Carolina",45,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0027
State,"South Carolina",45,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0004
State,"South Dakota",46,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"South Dakota",46,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"South Dakota",46,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"South Dakota",46,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,"South Dakota",46,<65,Race,Hispanic,"Autism Spectrum Disorders",0
State,"South Dakota",46,All,Race,Hispanic,"Autism Spectrum Disorders",0
State,"South Dakota",46,65+,Race,"Native American","Autism Spectrum Disorders",""
State,"South Dakota",46,<65,Race,"Native American","Autism Spectrum Disorders",""
State,"South Dakota",46,All,Race,"Native American","Autism Spectrum Disorders",""
State,"South Dakota",46,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"South Dakota",46,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"South Dakota",46,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"South Dakota",46,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"South Dakota",46,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"South Dakota",46,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0011
State,Tennessee,47,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Tennessee,47,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Tennessee,47,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Tennessee,47,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Tennessee,47,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Tennessee,47,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Tennessee,47,65+,Race,"Native American","Autism Spectrum Disorders",0
State,Tennessee,47,<65,Race,"Native American","Autism Spectrum Disorders",0
State,Tennessee,47,All,Race,"Native American","Autism Spectrum Disorders",0
State,Tennessee,47,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Tennessee,47,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Tennessee,47,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0008
State,Tennessee,47,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0
State,Tennessee,47,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0024
State,Tennessee,47,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0005
State,Texas,48,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,Texas,48,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0048
State,Texas,48,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0005
State,Texas,48,65+,Race,Hispanic,"Autism Spectrum Disorders",0.0001
State,Texas,48,<65,Race,Hispanic,"Autism Spectrum Disorders",0.0022
State,Texas,48,All,Race,Hispanic,"Autism Spectrum Disorders",0.0006
State,Texas,48,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Texas,48,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Texas,48,All,Race,"Native American","Autism Spectrum Disorders",""
State,Texas,48,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0001
State,Texas,48,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0025
State,Texas,48,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.001
State,Texas,48,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Texas,48,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0043
State,Texas,48,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0006
State,Unknown,"",65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Unknown,"",<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Unknown,"",All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Unknown,"",65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Unknown,"",<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Unknown,"",All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Unknown,"",65+,Race,"Native American","Autism Spectrum Disorders",""
State,Unknown,"",<65,Race,"Native American","Autism Spectrum Disorders",""
State,Unknown,"",All,Race,"Native American","Autism Spectrum Disorders",""
State,Unknown,"",65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Unknown,"",<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Unknown,"",All,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Unknown,"",65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Unknown,"",<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Unknown,"",All,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Utah,49,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Utah,49,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Utah,49,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Utah,49,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Utah,49,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Utah,49,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Utah,49,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Utah,49,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Utah,49,All,Race,"Native American","Autism Spectrum Disorders",""
State,Utah,49,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Utah,49,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Utah,49,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Utah,49,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Utah,49,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Utah,49,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0015
State,Vermont,50,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Vermont,50,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Vermont,50,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Vermont,50,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Vermont,50,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Vermont,50,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Vermont,50,65+,Race,"Native American","Autism Spectrum Disorders",0
State,Vermont,50,<65,Race,"Native American","Autism Spectrum Disorders",0
State,Vermont,50,All,Race,"Native American","Autism Spectrum Disorders",0
State,Vermont,50,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,Vermont,50,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,Vermont,50,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,Vermont,50,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Vermont,50,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Vermont,50,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.001
State,"Virgin Islands","",65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"Virgin Islands","",<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"Virgin Islands","",All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,"Virgin Islands","",65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Virgin Islands","",<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,"Virgin Islands","",All,Race,Hispanic,"Autism Spectrum Disorders",0
State,"Virgin Islands","",65+,Race,"Native American","Autism Spectrum Disorders",""
State,"Virgin Islands","",<65,Race,"Native American","Autism Spectrum Disorders",""
State,"Virgin Islands","",All,Race,"Native American","Autism Spectrum Disorders",0
State,"Virgin Islands","",65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"Virgin Islands","",<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"Virgin Islands","",All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0
State,"Virgin Islands","",65+,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"Virgin Islands","",<65,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,"Virgin Islands","",All,Race,"non-Hispanic White","Autism Spectrum Disorders",""
State,Virginia,51,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Virginia,51,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Virginia,51,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Virginia,51,65+,Race,Hispanic,"Autism Spectrum Disorders",""
State,Virginia,51,<65,Race,Hispanic,"Autism Spectrum Disorders",""
State,Virginia,51,All,Race,Hispanic,"Autism Spectrum Disorders",""
State,Virginia,51,65+,Race,"Native American","Autism Spectrum Disorders",0
State,Virginia,51,<65,Race,"Native American","Autism Spectrum Disorders",0
State,Virginia,51,All,Race,"Native American","Autism Spectrum Disorders",0
State,Virginia,51,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Virginia,51,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Virginia,51,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0008
State,Virginia,51,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0
State,Virginia,51,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0046
State,Virginia,51,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0006
State,Washington,53,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Washington,53,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,Washington,53,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0006
State,Washington,53,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,Washington,53,<65,Race,Hispanic,"Autism Spectrum Disorders",0.002
State,Washington,53,All,Race,Hispanic,"Autism Spectrum Disorders",0.0006
State,Washington,53,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Washington,53,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Washington,53,All,Race,"Native American","Autism Spectrum Disorders",""
State,Washington,53,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Washington,53,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Washington,53,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0014
State,Washington,53,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Washington,53,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0044
State,Washington,53,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0007
State,"West Virginia",54,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"West Virginia",54,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"West Virginia",54,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",""
State,"West Virginia",54,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,"West Virginia",54,<65,Race,Hispanic,"Autism Spectrum Disorders",0
State,"West Virginia",54,All,Race,Hispanic,"Autism Spectrum Disorders",0
State,"West Virginia",54,65+,Race,"Native American","Autism Spectrum Disorders",0
State,"West Virginia",54,<65,Race,"Native American","Autism Spectrum Disorders",0
State,"West Virginia",54,All,Race,"Native American","Autism Spectrum Disorders",0
State,"West Virginia",54,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"West Virginia",54,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"West Virginia",54,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,"West Virginia",54,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,"West Virginia",54,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0028
State,"West Virginia",54,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0008
State,Wisconsin,55,65+,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0
State,Wisconsin,55,<65,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0148
State,Wisconsin,55,All,Race,"Asian Pacific Islander","Autism Spectrum Disorders",0.0033
State,Wisconsin,55,65+,Race,Hispanic,"Autism Spectrum Disorders",0
State,Wisconsin,55,<65,Race,Hispanic,"Autism Spectrum Disorders",0.0066
State,Wisconsin,55,All,Race,Hispanic,"Autism Spectrum Disorders",0.0024
State,Wisconsin,55,65+,Race,"Native American","Autism Spectrum Disorders",""
State,Wisconsin,55,<65,Race,"Native American","Autism Spectrum Disorders",""
State,Wisconsin,55,All,Race,"Native American","Autism Spectrum Disorders",""
State,Wisconsin,55,65+,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Wisconsin,55,<65,Race,"non-Hispanic Black","Autism Spectrum Disorders",""
State,Wisconsin,55,All,Race,"non-Hispanic Black","Autism Spectrum Disorders",0.0022
State,Wisconsin,55,65+,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0001
State,Wisconsin,55,<65,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0099
State,Wisconsin,55,All,Race,"non-Hispanic White","Autism Spectrum Disorders",0.0014
